code,zip_file,市区町村名,地番
05201,05201-4100-608.zip,秋田市,28
05201,05201-4100-608.zip,秋田市,29
05201,05201-4100-608.zip,秋田市,30
05201,05201-4100-608.zip,秋田市,31
05201,05201-4100-608.zip,秋田市,32
05201,05201-4100-608.zip,秋田市,33
05201,05201-4100-608.zip,秋田市,34
05201,05201-4100-608.zip,秋田市,35
05201,05201-4100-608.zip,秋田市,36
05201,05201-4100-608.zip,秋田市,37
05201,05201-4100-608.zip,秋田市,38
05201,05201-4100-608.zip,秋田市,39
05201,05201-4100-608.zip,秋田市,40
05201,05201-4100-608.zip,秋田市,41
05201,05201-4100-608.zip,秋田市,42
05201,05201-4100-608.zip,秋田市,90
05201,05201-4100-608.zip,秋田市,91
05201,05201-4100-608.zip,秋田市,92
05201,05201-4100-619.zip,秋田市,1-56
05201,05201-4100-619.zip,秋田市,1-59
05201,05201-4100-619.zip,秋田市,18-46
05201,05201-4100-619.zip,秋田市,19
05201,05201-4100-619.zip,秋田市,20-1
05201,05201-4100-619.zip,秋田市,6-2
05201,05201-4100-619.zip,秋田市,7-13
05201,05201-4100-619.zip,秋田市,7-14
05201,05201-4100-619.zip,秋田市,7-15
05201,05201-4100-619.zip,秋田市,7-16
05201,05201-4100-619.zip,秋田市,38
05201,05201-4100-619.zip,秋田市,56-1
05201,05201-4100-619.zip,秋田市,14-1
05201,05201-4100-619.zip,秋田市,14-22
05201,05201-4100-619.zip,秋田市,3-5
05201,05201-4100-619.zip,秋田市,3-15
05201,05201-4100-619.zip,秋田市,3-22
05201,05201-4100-619.zip,秋田市,3-26
05201,05201-4100-619.zip,秋田市,3-29
05201,05201-4100-619.zip,秋田市,3-33
05201,05201-4100-619.zip,秋田市,3-30
05201,05201-4100-619.zip,秋田市,30-2
05201,05201-4100-619.zip,秋田市,30-3
05201,05201-4100-619.zip,秋田市,30-8
05201,05201-4100-619.zip,秋田市,30-9
05201,05201-4100-619.zip,秋田市,30-10
05201,05201-4100-619.zip,秋田市,30-23
05201,05201-4100-619.zip,秋田市,30-24
05201,05201-4100-619.zip,秋田市,30-25
05201,05201-4100-619.zip,秋田市,30-31
05201,05201-4100-619.zip,秋田市,3-28
05201,05201-4100-619.zip,秋田市,18-4
05201,05201-4100-619.zip,秋田市,14-1
05201,05201-4100-619.zip,秋田市,14-6
